feature	metadata	value	coef	stderr	pval	name	qval	N	N.not.zero
Staphylococcus.sp..CAG.324	Case	2a	-0.429864945438876	1.63633967835573	0.792782517760954	Case2a	0.946980116571831	69	11
Clostridiales.bacterium.VE202.14	Case	3a	-0.242171315958693	0.951531715796059	0.799104031995402	Case3a	0.948027965230909	69	15
Bacteroides.sp.._C.rodentium_uniformis_	Case	3a	-0.0698214083032466	0.28199453460387	0.804445113880991	Case3a	0.949513666422789	69	63
Clostridium.sp..CAG.127	Case	3a	-0.200969280910221	0.817511051043679	0.805813322270681	Case3a	0.949513666422789	69	22
unknown.Clostridia	Case	3a	-0.274444035048901	1.11431455352293	0.805458095197556	Case3a	0.949513666422789	69	11
Bacteroides.intestinalis	Case	3a	0.256791303181425	1.07196224675632	0.810677143587233	Case3a	0.952708164297055	69	16
unknown.Collinsella	Case	3a	0.104027324012007	0.437785611957037	0.81217458450611	Case3a	0.952708164297055	69	18
Actinomyces.sp..HPA0247	Case	3a	-0.105360501229234	0.459468049724605	0.818628179999596	Case3a	0.954214497715092	69	23
Alistipes.shahii	Case	2a	0.0710766670364605	0.317475499131568	0.822850060069244	Case2a	0.954214497715092	69	35
Firmicutes.bacterium.ADurb.Bin467	Case	3a	0.105353684684198	0.459468116682861	0.818639736028733	Case3a	0.954214497715092	69	12
Phascolarctobacterium.succinatutens	Case	3a	0.123991460178832	0.55158856085464	0.822142832615298	Case3a	0.954214497715092	69	14
Streptococcus.thermophilus	Case	2a	0.1122368841914	0.522429127029926	0.82989473611357	Case2a	0.954214497715092	69	54
unknown.Coprococcus	Case	3a	0.16817209705157	0.753693668722891	0.823433887519156	Case3a	0.954214497715092	69	21
unknown.Olsenella	Case	2a	-0.125926503451944	0.574511507315846	0.826502958549743	Case2a	0.954214497715092	69	12
unknown.Ruminococcus	Case	2a	-0.143206963199229	0.666649090195361	0.829910693415041	Case2a	0.954214497715092	69	41
unknown.Streptococcus	Case	3a	-0.105540758932256	0.48027570541877	0.826065581926734	Case3a	0.954214497715092	69	24
Clostridium.sp..CAG.138	Case	3a	-0.255808134988217	1.25058489486607	0.837923101981739	Case3a	0.955012793088357	69	20
Eubacterium.sp..CAG.156	Case	3a	0.148520352642408	0.716634972313451	0.835817067353044	Case3a	0.955012793088357	69	15
Prevotella.sp..CAG.279	Case	3a	-0.08327162451802	0.404597227644702	0.836936493139713	Case3a	0.955012793088357	69	26
unknown.Firmicutes	Case	3a	0.0857786289213063	0.412112323547867	0.835116681211211	Case3a	0.955012793088357	69	60
Merdibacter.massiliensis	Case	3a	0.11132910011329	0.551067996018984	0.839897764124933	Case3a	0.955177849396982	69	19
Roseburia.inulinivorans	Case	3a	0.069789477485324	0.372313013892496	0.851309080014647	Case3a	0.966050738625317	69	63
Clostridium.sp..CAG.678	Case	2a	-0.500932236742536	2.79302862817131	0.857662171466297	Case2a	0.969046869059322	69	6
unknown.cellular.organisms	Case	2a	-0.161197305173425	0.887929833454983	0.855941508987197	Case2a	0.969046869059322	69	10
Ruminococcus.lactaris	Case	3a	-0.0803440448761592	0.461109523501596	0.861676302924305	Case3a	0.971479546709475	69	29
Bifidobacterium.ruminantium	Case	3a	-0.261431928075947	1.55534294976252	0.866515343314479	Case3a	0.972469890562232	69	8
Coriobacteriaceae.bacterium.GD5	Case	2a	-0.133798499676877	0.813337085210516	0.869333143993595	Case2a	0.972469890562232	69	7
Enorma.massiliensis	Case	3a	0.0540724261273692	0.328918282537213	0.869420426638451	Case3a	0.972469890562232	69	7
Oscillibacter.sp..KLE.1728	Case	3a	0.0512924990350112	0.325693606163379	0.874861076546485	Case3a	0.972469890562232	69	63
Parabacteroides.johnsonii	Case	3a	-0.0767980756188044	0.490549833639854	0.875595495333811	Case3a	0.972469890562232	69	10
Phascolarctobacterium.succinatutens	Case	2a	0.0912696847775895	0.577746312089657	0.874476210481485	Case2a	0.972469890562232	69	14
Subdoligranulum.sp..4_3_54A2FAA	Case	2a	-0.0553104611994798	0.352308148680207	0.875249138979479	Case2a	0.972469890562232	69	58
Veillonella.parvula._C_	Case	3a	-0.110853685386858	0.725544319472051	0.878566309155896	Case3a	0.973697692949847	69	24
Bilophila.wadsworthia._C_	Case	2a	0.0395431572653167	0.298034791720096	0.89444672314305	Case2a	0.976780731131113	69	50
Clostridium.sp..CAG.127	Case	2a	-0.125703156300342	0.917131061593836	0.89098235845289	Case2a	0.976780731131113	69	22
Eubacterium.ramulus	Case	3a	-0.0422772633518593	0.297963609687944	0.887168996064209	Case3a	0.976780731131113	69	46
Faecalibacterium.prausnitzii	Case	3a	0.0540737683238824	0.371942640908075	0.884409268578231	Case3a	0.976780731131113	69	62
Lactobacillus.acidophilus	Case	2a	-0.154150585674225	1.16043657292231	0.894321151921474	Case2a	0.976780731131113	69	7
Ruminococcus.bromii	Case	3a	-0.0809481942393322	0.607471191031448	0.893992208748318	Case3a	0.976780731131113	69	45
unknown.Peptostreptococcaceae	Case	3a	-0.0435332098143971	0.312361633354594	0.889159373791502	Case3a	0.976780731131113	69	50
Alistipes.indistinctus	Case	3a	0.0504553791788543	0.4143940156447	0.903091456117529	Case3a	0.984162296645825	69	21
Prevotella.copri	Case	3a	0.109447810771177	0.956661673338278	0.908915978322061	Case3a	0.988446126425242	69	24
Alistipes.finegoldii._C_	Case	2a	0.0321066285203314	0.354850941776158	0.927906423960808	Case2a	0.990525875884544	69	35
Bacteroides.finegoldii	Case	3a	-0.0591800203139698	0.611371223135022	0.922886151514063	Case3a	0.990525875884544	69	8
Coprococcus.catus	Case	3a	-0.0212401165538245	0.220830077891663	0.923375170488068	Case3a	0.990525875884544	69	49
Lachnospiraceae.bacterium.1_4_56FAA	Case	2a	-0.0848607566383094	0.879793773668904	0.923158987974474	Case2a	0.990525875884544	69	18
Parabacteroides.merdae	Case	3a	0.0408099703127613	0.377410267505619	0.913891314056959	Case3a	0.990525875884544	69	38
X_Eubacterium_.hallii	Case	3a	-0.0304437503660117	0.336461198667567	0.927904036153601	Case3a	0.990525875884544	69	59
unknown.Bacteria	Case	2a	0.0953216072890437	1.01552219710236	0.925216697177139	Case2a	0.990525875884544	69	17
unknown.Clostridium	Case	2a	-0.0249194108140928	0.258252007346611	0.923129341099266	Case2a	0.990525875884544	69	64
unknown.Pasteurellaceae	Case	3a	-0.10536106877278	1.00298791923248	0.916338358680215	Case3a	0.990525875884544	69	10
Eubacterium.ventriosum	Case	3a	0.0288512025278325	0.342585986125637	0.932884741034369	Case3a	0.993807826163144	69	35
Oscillibacter.sp..ER4	Case	3a	0.0322956773301312	0.407605500288283	0.936847549148512	Case3a	0.995996783412471	69	46
X_Eubacterium_.hallii	Case	2a	-0.0258176831720182	0.336450597767182	0.938834014118446	Case2a	0.996079990589083	69	59
Ruminococcaceae.bacterium.D16	Case	3a	0.0301740120191438	0.406362495013158	0.940808334785253	Case3a	0.996150001537327	69	24
Anaerostipes.hadrus._C_	Case	3a	-0.0186730601793365	0.323474913952966	0.953966520501839	Case3a	0.996347232823055	69	65
Bifidobacterium.sp.._C.catenulatum_kashiwanohense_	Case	2a	0.0491518311956489	0.858726866759332	0.954355586995264	Case2a	0.996347232823055	69	19
Coriobacteriaceae.bacterium.GD5	Case	3a	0.0484449141401018	0.747177766830086	0.948303622607313	Case3a	0.996347232823055	69	7
Phascolarctobacterium.sp..CAG.207	Case	2a	0.0229038521584686	0.323774401111894	0.943604559741484	Case2a	0.996347232823055	69	22
Streptococcus.parasanguinis	Case	3a	0.0267933821066481	0.43225653637198	0.950574849699732	Case3a	0.996347232823055	69	46
unknown.Alistipes	Case	3a	0.0406194620486354	0.595015708960002	0.945573728950821	Case3a	0.996347232823055	69	30
unknown.Bacteroidales	Case	2a	-0.017827761170733	0.283263074566642	0.949816578593511	Case2a	0.996347232823055	69	54
Actinomyces.sp..S6.Spd3	Case	3a	-1.40014778777565e-06	1.41417486080595	0.999999210029584	Case3a	0.999999999946687	69	7
Bacteroides.fragilis._C_	Case	3a	-0.00330019512441179	0.352317882849441	0.992526248711137	Case3a	0.999999999946687	69	47
Bacteroides.stercoris	Case	2a	0.00565507830039468	0.596139987458915	0.992431254252389	Case2a	0.999999999946687	69	20
Barnesiella.intestinihominis	Case	3a	0.0170339566775056	0.428685534272564	0.968304142998212	Case3a	0.999999999946687	69	42
Bifidobacterium.pseudocatenulatum	Case	3a	0.0241804440461932	0.783981144084466	0.975394632098228	Case3a	0.999999999946687	69	22
Blautia.wexlerae	Case	2a	-0.004167765065907	0.28492730711762	0.988329385303842	Case2a	0.999999999946687	69	66
Clostridiales.bacterium.VE202.21	Case	2a	-4.86098844899787e-08	0.471408816617519	0.999999917725178	Case2a	0.999999999946687	69	24
Clostridiales.bacterium.VE202.21	Case	3a	-4.44775974376392e-08	0.471413200359567	0.999999924719995	Case3a	0.999999999946687	69	24
Clostridium.sp..ATCC.29733	Case	3a	5.36641778799564e-08	0.377964510411509	0.99999988671471	Case3a	0.999999999946687	69	26
Clostridium.sp..CAG.343	Case	2a	-24.0349999322677	11756.2821843667	0.998368774949011	Case2a	0.999999999946687	69	8
Clostridium.sp..CAG.343	Case	3a	0.00702474640492572	1.69680817293892	0.996696785895664	Case3a	0.999999999946687	69	8
Gemella.sanguinis	Case	2a	4.64044178084053e-11	0.694489573973044	0.999999999946687	Case2a	0.999999999946687	69	12
Lactobacillus.delbrueckii	Case	3a	-19.3334757536493	6651.79813497509	0.997680948853457	Case3a	0.999999999946687	69	6
Leuconostoc.mesenteroides	Case	3a	-29.8381162937165	700381.96994329	0.999966008016584	Case3a	0.999999999946687	69	6
Oscillibacter.sp..CAG.155	Case	3a	-2.29141150741142e-06	0.586076234288324	0.999996880470906	Case3a	0.999999999946687	69	9
Ruminococcus.lactaris	Case	2a	0.0184445440867976	0.460314954972188	0.968037797411476	Case2a	0.999999999946687	69	29
Ruminococcus.sp..CAG.254	Case	3a	-0.000626846035527488	1.47782778122388	0.999661563569785	Case3a	0.999999999946687	69	11
butyrate.producing.bacterium.SS3_4	Case	3a	0.00674622689951475	0.254044586437517	0.978814436488055	Case3a	0.999999999946687	69	59
candidatus.Saccharibacteria.oral.taxon.TM7x	Case	3a	-28.4697705582029	517445.232107854	0.99995610049343	Case3a	0.999999999946687	69	7
unknown.Bacilli	Case	2a	3.61648956918512e-10	0.639418452754675	0.999999999548724	Case2a	0.999999999946687	69	22
unknown.Coprococcus	Case	2a	0.0180861653042449	0.888648019170949	0.98376221455509	Case2a	0.999999999946687	69	21
unknown.Veillonella	Case	3a	0.0294159646959668	0.636857586178202	0.963159422560958	Case3a	0.999999999946687	69	25
