Feature	Prevalence_percentage	Mean_abundance	Signal	Effect_1_2	Effect_1_3	Effect_2_3	EffectSize_1_2	EffectSize_1_3	EffectSize_2_3	Null_time_model_q	Post-hoc_q_1_2	Post-hoc_q_1_3	Post-hoc_q_2_3
8_IL-10- IL-2+ % of IL-17+ CD3+	99.435	0.102	NS	NS	NS	NS	-0.206896551724138	-0.120689655172414	0.0689655172413793	0.848628255974843	0.695076268580345	0.695076268580345	0.695076268580345
8_IL-10+ IL-2+ % of IL-17+ CD3+	99.435	0.018	NS	NS	NS	NS	-0.120689655172414	-0.0344827586206897	0.0172413793103448	0.810007334006734	0.725908160412449	0.725908160412449	0.725908160412449
8_IL-10+ IL-2- % of IL-17+ CD3+	99.435	0.087	NS	NS	NS	NS	0.172413793103448	0.172413793103448	-0.0517241379310345	0.800979312413793	0.734663447546945	0.734663447546945	0.776492492173316
8_IL-10- IL-2- % of IL-17+ CD3+	99.435	0.787	NS	NS	NS	NS	0	0.120689655172414	0.0689655172413793	0.364051134408602	0.755626933291494	0.215092678668958	0.215092678668958
8_TNFa- IL-5+ % of IL-17+ CD3+	99.435	0.183	NS	NS	NS	NS	0.0862068965517241	-0.172413793103448	-0.103448275862069	0.989218368817204	0.947001103728573	0.947001103728573	0.947001103728573
8_TNFa+ IL-5+ % of IL-17+ CD3+	99.435	0.093	NS	NS	NS	NS	-0.189655172413793	0.0862068965517241	0.189655172413793	0.416542934693878	0.444687449105156	0.444687449105156	0.243916821030741
8_TNFa+ IL-5- % of IL-17+ CD3+	99.435	0.152	NS	NS	NS	NS	-0.258620689655172	-0.103448275862069	0.275862068965517	0.331007904054054	0.214459802129711	0.663257366060388	0.154518882930082
8_TNFa- IL-5- % of IL-17+ CD3+	99.435	0.566	NS	NS	NS	NS	0.172413793103448	0.0517241379310345	-0.258620689655172	0.669174567058823	0.579536328756571	0.706727920524433	0.579536328756571
8_TNFa- IL-2+ % of IL-17+ CD3+	99.435	0.042	NS	NS	NS	NS	0.0172413793103448	-0.189655172413793	-0.137931034482759	0.354524042774567	0.14808664111024	0.14808664111024	0.982473186365467
8_TNFa+ IL-2+ % of IL-17+ CD3+	99.435	0.076	NS	NS	NS	NS	-0.241379310344828	-0.189655172413793	0.103448275862069	0.728497344444444	0.529326456452087	0.927899254933024	0.529326456452087
8_TNFa+ IL-2- % of IL-17+ CD3+	99.435	0.183	OK_nrc	NS	NS	Enriched	-0.120689655172414	0.0862068965517241	0.275862068965517	0.0688180889130435	0.154717402519123	0.161420281330187	0.0068748430462272
8_TNFa- IL-2- % of IL-17+ CD3+	99.435	0.693	NS	NS	NS	NS	0.206896551724138	0.0517241379310345	-0.155172413793103	0.389246322279793	0.221164958453255	0.855553554839036	0.221164958453255
8_GMCSF- IL-2+ % of IL-17- CD3+	99.435	0.034	NS	NS	NS	NS	-0.0689655172413793	-0.103448275862069	0.0689655172413793	0.162198966236559	0.0366793332233497	0.245597121049769	0.263854665615238
8_GMCSF+ IL-2+ % of IL-17- CD3+	99.435	0.006	NS	NS	NS	NS	-0.0862068965517241	0.0862068965517241	0.206896551724138	0.775079786330935	0.67289377641899	0.67289377641899	0.67289377641899
8_GMCSF+ IL-2- % of IL-17- CD3+	99.435	0.018	NS	NS	NS	NS	0.0517241379310345	0	0.103448275862069	0.637247933064516	0.658826219527145	0.571250308250187	0.571250308250187
8_GMCSF- IL-2- % of IL-17- CD3+	99.435	0.936	NS	NS	NS	NS	0.0689655172413793	0.0689655172413793	0	0.541386918918919	0.396773707732606	0.559415232204378	0.544581057831882
8_IL-10- IL-2+ % of IL-17- CD3+	99.435	0.043	NS	NS	NS	NS	-0.0689655172413793	-0.0172413793103448	0.0689655172413793	0.258321738166667	0.0883350215191847	0.532983007432742	0.182798775602863
8_IL-10+ IL-2+ % of IL-17- CD3+	99.435	0.002	NS	NS	NS	NS	-0.275862068965517	-0.0172413793103448	0.120689655172414	0.190473611717172	0.0818213580808283	0.682853423597021	0.066539881278216
8_IL-10+ IL-2- % of IL-17- CD3+	99.435	0.035	NS	NS	NS	NS	-0.0344827586206897	0.241379310344828	0.103448275862069	0.836532975316456	0.711018523393334	0.711018523393334	0.711018523393334
8_IL-10- IL-2- % of IL-17- CD3+	99.435	0.914	NS	NS	NS	NS	0.0344827586206897	0.0689655172413793	-0.0517241379310345	0.258321738166667	0.11268201741936	0.751820717115844	0.120639358252689
8_TNFa- IL-5+ % of IL-17- CD3+	99.435	0.264	NS	NS	NS	NS	0.137931034482759	0.137931034482759	0.0172413793103448	0.354524042774567	0.171989030817641	0.381022309175736	0.381022309175736
8_TNFa+ IL-5+ % of IL-17- CD3+	99.435	0.058	OK_nrc	Decreased	NS	Enriched	-0.344827586206897	0.0689655172413793	0.224137931034483	0.0688180889130435	0.0291731574101568	0.523771686393671	0.0107392676748098
8_TNFa+ IL-5- % of IL-17- CD3+	99.435	0.094	NS	NS	NS	NS	-0.413793103448276	-0.103448275862069	0.172413793103448	0.155123976404494	0.0342931516431124	0.35635222890228	0.17347139241148
8_TNFa- IL-5- % of IL-17- CD3+	99.435	0.578	NS	NS	NS	NS	0.310344827586207	0.0689655172413793	-0.120689655172414	0.27975006	0.129786332505165	0.777791171707882	0.129786332505165
8_TNFa- IL-2+ % of IL-17- CD3+	99.435	0.02	NS	NS	NS	NS	-0.120689655172414	-0.0862068965517241	0	0.248921252631579	0.113507047955893	0.112132458512852	0.750945836884943
8_TNFa+ IL-2+ % of IL-17- CD3+	99.435	0.026	NS	NS	NS	NS	-0.137931034482759	0.0344827586206897	0.137931034482759	0.354524042774567	0.150558900556339	0.964324899275529	0.150558900556339
8_TNFa+ IL-2- % of IL-17- CD3+	99.435	0.138	OK_nrc	Decreased	NS	Enriched	-0.413793103448276	-0.0862068965517241	0.172413793103448	0.0883485578947368	0.0187167758211571	0.690859905708453	0.031463593003856
8_TNFa- IL-2- % of IL-17- CD3+	99.435	0.81	OK_nrc	Enriched	NS	Decreased	0.448275862068966	0.0517241379310345	-0.103448275862069	0.0583229307804878	0.00982828770917822	0.652643883320368	0.0204590969465375
8_TNFa- IL-2- IL-17+ % of CD3+	99.435	0.003	NS	NS	NS	NS	-0.0517241379310345	-0.103448275862069	0.0172413793103448	0.809066966216216	0.664478493869382	0.910718340354739	0.664478493869382
8_TNFa+ IL-2- IL-17+ % of CD3+	99.435	0.001	NS	NS	NS	NS	-0.241379310344828	0.0344827586206897	0.172413793103448	0.15753700989011	0.0382967935120277	0.996523470149042	0.0382967935120277
8_TNFa+ IL-2+ IL-17+ % of CD3+	99.435	0	NS	NS	NS	NS	-0.275862068965517	-0.189655172413793	0.172413793103448	0.612161636440678	0.343575455664214	0.990647438781873	0.343575455664214
8_TNFa- IL-2+ IL-17+ % of CD3+	99.435	0	NS	NS	NS	NS	-0.137931034482759	-0.293103448275862	-0.224137931034483	0.642431924302789	0.42761508488627	0.42761508488627	0.903350283901024
8_TNFa- IL-5- IL-17+ % of CD3+	99.435	0.003	NS	NS	NS	NS	0.0172413793103448	-0.137931034482759	-0.0517241379310345	0.528548222727273	0.33990979985821	0.841458429704314	0.33990979985821
8_TNFa+ IL-5- IL-17+ % of CD3+	99.435	0	NS	NS	NS	NS	-0.172413793103448	0	0.103448275862069	0.364051134408602	0.155641235740913	0.954825598524021	0.155641235740913
8_TNFa+ IL-5+ IL-17+ % of CD3+	99.435	0	NS	NS	NS	NS	-0.224137931034483	-0.0862068965517241	0.0689655172413793	0.342112790604027	0.133054992798804	0.957307616198064	0.133054992798804
8_TNFa- IL-5+ IL-17+ % of CD3+	99.435	0.001	NS	NS	NS	NS	-0.0172413793103448	-0.327586206896552	-0.0517241379310345	0.914604345132743	0.936310657085343	0.910883163760089	0.910883163760089
8_IL-10- IL-2- IL-17+ % of CD3+	99.435	0.004	NS	NS	NS	NS	-0.0172413793103448	-0.0517241379310345	0	0.945466656976744	0.986912577952882	0.942767437618684	0.942767437618684
8_IL-10+ IL-2- IL-17+ % of CD3+	99.435	0	NS	NS	NS	NS	0.137931034482759	0	0.0344827586206897	0.969993235457064	0.843387650887149	0.843387650887149	0.843387650887149
8_IL-10+ IL-2+ IL-17+ % of CD3+	99.435	0	NS	NS	NS	NS	-0.0862068965517241	-0.0344827586206897	0.0344827586206897	0.877280449382716	0.847338770288222	0.847338770288222	0.88259910513916
8_IL-10- IL-2+ IL-17+ % of CD3+	99.435	0	NS	NS	NS	NS	-0.224137931034483	-0.258620689655172	0.0517241379310345	0.780875155871886	0.635273212590365	0.635273212590365	0.635273212590365
8_GMCSF- IL-2- IL-17+ % of CD3+	99.435	0.004	NS	NS	NS	NS	-0.0689655172413793	-0.0172413793103448	0.0344827586206897	0.972004261707989	0.982698793908668	0.982698793908668	0.982698793908668
8_GMCSF+ IL-2- IL-17+ % of CD3+	99.435	0	NS	NS	NS	NS	0.0689655172413793	-0.0862068965517241	-0.0344827586206897	0.960520763276836	0.811945009713041	0.811945009713041	0.811945009713041
8_GMCSF+ IL-2+ IL-17+ % of CD3+	99.435	0	NS	NS	NS	NS	-0.258620689655172	-0.206896551724138	0	0.582550335087719	0.443272720307041	0.48658754780362	0.48658754780362
8_GMCSF- IL-2+ IL-17+ % of CD3+	99.435	0	NS	NS	NS	NS	-0.137931034482759	-0.241379310344828	0.0344827586206897	0.788843410638298	0.7884159945378	0.666376998159908	0.666376998159908
8_TNFa- IL-2- IL-17- % of CD3+	99.435	0.807	OK_nrc	Enriched	NS	Decreased	0.448275862068966	0.0689655172413793	-0.137931034482759	0.062736117627907	0.010914076159334	0.653240675994391	0.0223823263891403
8_TNFa+ IL-2- IL-17- % of CD3+	99.435	0.138	OK_nrc	Decreased	NS	Enriched	-0.413793103448276	-0.0862068965517241	0.172413793103448	0.0883485578947368	0.0182192761084327	0.680523068208682	0.0318899869995057
8_TNFa+ IL-2+ IL-17- % of CD3+	99.435	0.026	NS	NS	NS	NS	-0.137931034482759	0.0344827586206897	0.137931034482759	0.354524042774567	0.152076068963044	0.963667888049733	0.152076068963044
8_TNFa- IL-2+ IL-17- % of CD3+	99.435	0.02	NS	NS	NS	NS	-0.120689655172414	-0.0862068965517241	0	0.248921252631579	0.110196177060505	0.110196177060505	0.761636040032638
8_TNFa- IL-5- IL-17- % of CD3+	99.435	0.576	NS	NS	NS	NS	0.310344827586207	0.0862068965517241	-0.120689655172414	0.27975006	0.130789150846867	0.77412260499379	0.130789150846867
8_TNFa+ IL-5- IL-17- % of CD3+	99.435	0.094	NS	NS	NS	NS	-0.413793103448276	-0.103448275862069	0.189655172413793	0.155079237727273	0.0336768497255429	0.347491864734809	0.177303508741765
8_TNFa+ IL-5+ IL-17- % of CD3+	99.435	0.058	OK_nrc	Decreased	NS	Enriched	-0.344827586206897	0.0689655172413793	0.224137931034483	0.0688180889130435	0.028317782859271	0.529226455006987	0.0106484272885066
8_TNFa- IL-5+ IL-17- % of CD3+	99.435	0.263	NS	NS	NS	NS	0.137931034482759	0.137931034482759	0	0.356001861363636	0.176693000307357	0.376487987735921	0.376487987735921
8_IL-10- IL-2- IL-17- % of CD3+	99.435	0.91	NS	NS	NS	NS	0.0517241379310345	0.0344827586206897	-0.0517241379310345	0.29800984964539	0.145366844650555	0.78614192020668	0.145366844650555
8_IL-10+ IL-2- IL-17- % of CD3+	99.435	0.035	NS	NS	NS	NS	-0.0344827586206897	0.241379310344828	0.103448275862069	0.836532975316456	0.7149936376964	0.7149936376964	0.7149936376964
8_IL-10+ IL-2+ IL-17- % of CD3+	99.435	0.002	NS	NS	NS	NS	-0.275862068965517	-0.0344827586206897	0.103448275862069	0.190473611717172	0.0780488026555783	0.70371933071255	0.0679162042297484
8_IL-10- IL-2+ IL-17- % of CD3+	99.435	0.043	NS	NS	NS	NS	-0.0689655172413793	-0.0172413793103448	0.0862068965517241	0.251855257391304	0.0832227312916073	0.526137404529833	0.1780469463802
8_GMCSF- IL-2- IL-17- % of CD3+	99.435	0.932	NS	NS	NS	NS	0.0172413793103448	0.0344827586206897	0.0344827586206897	0.617311677637131	0.513921428866226	0.615763074067832	0.588869164188444
8_GMCSF+ IL-2- IL-17- % of CD3+	99.435	0.018	NS	NS	NS	NS	0.0517241379310345	0	0.103448275862069	0.637247933064516	0.667339055430954	0.563390321865553	0.563390321865553
8_GMCSF+ IL-2+ IL-17- % of CD3+	99.435	0.006	NS	NS	NS	NS	-0.103448275862069	0.0862068965517241	0.206896551724138	0.774440087681159	0.670639418621826	0.670639418621826	0.670639418621826
8_GMCSF- IL-2+ IL-17- % of CD3+	99.435	0.034	NS	NS	NS	NS	-0.0517241379310345	-0.103448275862069	0.0689655172413793	0.162198966236559	0.0364013536920194	0.24920492763093	0.259276770325163
5_CD4high % of total cells	99.435	0.396	NS	NS	NS	NS	-0.275862068965517	0.155172413793103	0.275862068965517	0.258321738166667	0.226824170729519	0.436976023473967	0.0854346429470338
5_CD25+  CD4+% of CD4high	99.435	0.044	OK_nrc	NS	Decreased	NS	-0.413793103448276	-0.46551724137931	-0.103448275862069	0.0446770173714286	0.0626469743108642	0.00399219895100342	0.22591061518655
5_CD4+ CD25+% of total cells	99.435	0.016	OK_nrc	Decreased	Decreased	NS	-0.413793103448276	-0.344827586206897	0.0862068965517241	0.0346793606666667	0.00645832515725109	0.00735166017795106	0.792701235043724
5_CD62L- CD45RO+ % of CD25+ CD4+ CD4high CD8-	99.435	0.017	OK_nc	NS	Decreased	Decreased	0.0344827586206897	-0.379310344827586	-0.413793103448276	0.0169705901142857	0.394512562151729	0.000797055518597388	0.00735558630853444
5_CD62L+ CD45RO+ % of CD25+ CD4+ CD4high CD8-	99.435	0.542	NS	NS	NS	NS	-0.120689655172414	0.103448275862069	0.379310344827586	0.361499549152542	0.429574037292265	0.403969674697294	0.183972829843903
5_CD62L+ CD45RO- % of CD25+ CD4+ CD4high CD8-	99.435	0.057	NS	NS	NS	NS	-0.189655172413793	0.0689655172413793	0.362068965517241	0.620475216806723	0.460495031597926	0.760358309541805	0.460495031597926
5_CD62L- CD45RO- % of CD25+ CD4+ CD4high CD8-	99.435	0.023	NS	NS	NS	NS	0.120689655172414	0.103448275862069	0.0344827586206897	0.972004261707989	0.906981141524874	0.906981141524874	0.906981141524874
5_CD24- CD45RO+ % of CD25+ CD4+ CD4high CD8-	99.435	0.804	NS	NS	NS	NS	0.137931034482759	-0.0689655172413793	-0.189655172413793	0.905888221621622	0.821814708456088	0.821814708456088	0.821814708456088
5_CD24+ CD45RO+ % of CD25+ CD4+ CD4high CD8-	99.435	0.104	NS	NS	NS	NS	0.103448275862069	0.103448275862069	0.0172413793103448	0.694223201544402	0.717843620135413	0.587041049424282	0.587041049424282
5_CD24+ CD45RO- % of CD25+ CD4+ CD4high CD8-	99.435	0.012	NS	NS	NS	NS	-0.103448275862069	0.103448275862069	0.258620689655172	0.757835300729927	0.855517328613819	0.599139160600715	0.599139160600715
5_CD24- CD45RO- % of CD25+ CD4+ CD4high CD8-	99.435	0.069	NS	NS	NS	NS	-0.189655172413793	-0.0172413793103448	0.258620689655172	0.827459005844156	0.707941403545488	0.903675656051497	0.707941403545488
5_CD24- CD45RO- CD25+ CD4+ % of  CD4high CD8-	99.435	0.003	NS	NS	NS	NS	-0.224137931034483	-0.0862068965517241	0.189655172413793	0.354524042774567	0.172023200462491	0.172023200462491	0.835433929437603
5_CD24+ CD45RO- CD25+ CD4+ % of  CD4high CD8-	99.435	0	NS	NS	NS	NS	-0.103448275862069	0.0689655172413793	0.224137931034483	0.827459005844156	0.781925350579595	0.781925350579595	0.781925350579595
5_CD24+ CD45RO+ CD25+ CD4+ % of  CD4high CD8-	99.435	0.004	NS	NS	NS	NS	-0.0862068965517241	-0.120689655172414	-0.103448275862069	0.961729745505618	0.90167181847903	0.90167181847903	0.90167181847903
5_CD24- CD45RO+ CD25+ CD4+ % of  CD4high CD8-	99.435	0.037	OK_nrc	NS	Decreased	NS	-0.344827586206897	-0.586206896551724	-0.275862068965517	0.0446770173714286	0.211548140176217	0.00352523262748036	0.0612739057563788
5_CD62L- CD45RO- CD25+ CD4+ % of CD4high CD8-	99.435	0.001	NS	NS	NS	NS	0.0344827586206897	-0.0517241379310345	-0.0517241379310345	0.830635758576052	0.912954630363496	0.703936970213585	0.703936970213585
5_CD62L+ CD45RO- CD25+ CD4+ % of CD4high CD8-	99.435	0.002	NS	NS	NS	NS	-0.258620689655172	-0.0862068965517241	0.310344827586207	0.27975006	0.108039027984144	0.254877154352999	0.48970796240637
5_CD62L+ CD45RO+ CD25+ CD4+ % of CD4high CD8-	99.435	0.023	NS	NS	NS	NS	-0.258620689655172	-0.172413793103448	0.0344827586206897	0.364917323809524	0.19199763337073	0.19199763337073	0.891499591624
5_CD62L- CD45RO+ CD25+ CD4+ % of CD4high CD8-	99.435	0.017	OK_nc	NS	Decreased	Decreased	0.0344827586206897	-0.379310344827586	-0.413793103448276	0.0169705901142857	0.394512562151729	0.000797055518597388	0.00735558630853444
5_CD25- CD4+ % of CD4high cells	99.435	0.95	NS	NS	NS	NS	0.362068965517241	0.431034482758621	0.0689655172413793	0.222816563773585	0.0978468742640205	0.0973190033594411	0.757428511482873
5_CD62L- CD45RO+ % of  CD25- CD4+ CD4high CD8-	99.435	0.452	OK_nrc	NS	Decreased	Decreased	0.241379310344828	-0.344827586206897	-0.46551724137931	0.002994903684	0.0617412849441683	0.0122424468445134	3.50324741693796e-05
5_CD62+- CD45RO+ % of CD25- CD4+ CD4high CD8-	99.435	0.23	OK_nrc	NS	NS	Enriched	-0.137931034482759	0.0862068965517241	0.293103448275862	0.0936046872413793	0.24053366068258	0.129728623125744	0.0128592384641767
5_CD62L+ CD45RO- % of  CD25- CD4+  CD4high CD8-	99.435	0.22	OK_nrc	Decreased	NS	Enriched	-0.379310344827586	0.172413793103448	0.379310344827586	0.00443119017714286	0.00355451815324889	0.241309027105876	0.000116708945610607
5_CD62L- CD45RO- % of CD25- CD4+ CD4high CD8-	99.435	0.092	OK_nrc	Enriched	NS	NS	0.275862068965517	0.0517241379310345	-0.275862068965517	0.0267570903478261	0.00135218745180005	0.0875758032876513	0.0875758032876513
5_CD24- CD45RO+ % of  CD25- CD4+ CD4high CD8-	99.435	0.624	OK_nrc	NS	Decreased	Decreased	0.172413793103448	-0.344827586206897	-0.379310344827586	0.03959167184	0.297622213642082	0.0298276509786803	0.00282871908825618
5_CD24+ CD45RO+ % of CD25- CD4+ CD4high CD8-	99.435	0.048	NS	NS	NS	NS	0.155172413793103	-0.0344827586206897	0.189655172413793	0.800979312413793	0.623681649826487	0.623681649826487	0.623681649826487
5_CD24+ CD45RO- % of  CD25- CD4+ CD4high CD8-	99.435	0.029	NS	NS	NS	NS	-0.155172413793103	0.0344827586206897	0.379310344827586	0.801532600677966	0.962361996289746	0.59681951657015	0.59681951657015
5_CD24- CD45RO- CD25- CD4+ % of CD4high CD8-	99.435	0.281	NS	NS	NS	NS	-0.172413793103448	0.275862068965517	0.258620689655172	0.354524042774567	0.996224943490368	0.150090495939391	0.150090495939391
5_CD24+ CD45RO- CD25- CD4+ % of CD4high CD8-	99.435	0.028	NS	NS	NS	NS	-0.155172413793103	0.0862068965517241	0.379310344827586	0.801532600677966	0.957439363859752	0.595310804536126	0.595310804536126
5_CD24+ CD45RO+ CD25- CD4+ % of CD4high CD8-	99.435	0.047	NS	NS	NS	NS	0.155172413793103	-0.0172413793103448	0.189655172413793	0.801532600677966	0.608452112028238	0.608452112028238	0.608452112028238
5_CD24- CD45RO+ CD25- CD4+ % of CD4high CD8-	99.435	0.594	OK_nrc	NS	NS	Decreased	0.172413793103448	-0.448275862068966	-0.379310344827586	0.0452480591666667	0.214232865972102	0.0633012231915215	0.00389018184228296
5_CD62L- CD45RO- CD25- CD4+ % of CD4high CD8-	99.435	0.088	OK_nrc	Enriched	NS	NS	0.310344827586207	0.0517241379310345	-0.275862068965517	0.0220238471	0.000962369225079531	0.0725783588630173	0.0725783588630173
5_CD62L+ CD45RO- CD25- CD4+ % of CD4high CD8-	99.435	0.211	OK_nrc	Decreased	NS	Enriched	-0.413793103448276	0.172413793103448	0.413793103448276	0.00443119017714286	0.00410525125851155	0.219523101325367	0.000111639472394821
5_CD62L+ CD45RO+ CD25- CD4+ % of CD4high CD8-	99.435	0.22	OK_nrc	NS	NS	Enriched	-0.137931034482759	0.137931034482759	0.258620689655172	0.0883485578947368	0.274677306664962	0.106488191053489	0.0124115885988681
5_CD62L- CD45RO+ CD25- CD4+ % of CD4high CD8-	99.435	0.431	OK_nrc	Enriched	Decreased	Decreased	0.258620689655172	-0.310344827586207	-0.482758620689655	0.002994903684	0.0378330606737904	0.0234386419560068	3.7201560756674e-05
5_CD24- CD45RO- %  CD25- CD4+ CD4high	99.435	0.294	NS	NS	NS	NS	-0.172413793103448	0.275862068965517	0.275862068965517	0.364051134408602	0.927712872888422	0.177894471105737	0.177894471105737
5_CD4+ CD8+ % of total cells	99.435	0.02	NS	NS	NS	NS	0.396551724137931	-0.120689655172414	-0.172413793103448	0.167567957446808	0.123927554422484	0.482452473457894	0.047718836776027
5_CD4high CD8dim % of CD4+ CD8+	99.435	0.551	NS	NS	NS	NS	0.0862068965517241	0.137931034482759	0.0344827586206897	0.744294277205882	0.561810605136854	0.561810605136854	0.872592451477322
5_CD24- CD4high CD8dim % of CD4+ CD8	99.435	0.45	NS	NS	NS	NS	0.293103448275862	0.120689655172414	-0.275862068965517	0.361533875138122	0.233385686121071	0.721568718509021	0.240194666699187
5_CD24+ % of CD4high CD8dim	99.435	0.192	NS	NS	NS	NS	-0.241379310344828	0.189655172413793	0.379310344827586	0.258321738166667	0.232744241851085	0.395606452449896	0.0821721220313356
5_CD24- % of CD4high CD8dim	99.435	0.803	NS	NS	NS	NS	0.241379310344828	-0.189655172413793	-0.396551724137931	0.258321738166667	0.233047827938465	0.394890877036921	0.0820692721546722
5_CD8+ CD4- % of total cells	99.435	0.362	OK_nrc	NS	NS	Decreased	0.189655172413793	-0.46551724137931	-0.293103448275862	0.0949565888135593	0.191071200720465	0.167187380358155	0.0125655998119021
5_CD24+ CD4high CD8dim % of CD4+ CD8	99.435	0.101	NS	NS	NS	NS	-0.206896551724138	0.0862068965517241	0.362068965517241	0.27975006	0.245180468163079	0.425277778054939	0.101424029835381
5_CD24- CD45RO+ % of CD8+ CD4-	99.435	0.359	NS	NS	NS	NS	-0.0344827586206897	-0.0172413793103448	0.0344827586206897	0.831134528387097	0.786196945697316	0.786196945697316	0.786196945697316
5_CD62L+ CD45RO- % of CD8+ CD4-	99.435	0.14	OK_nrc	Decreased	NS	Enriched	-0.482758620689655	0.206896551724138	0.517241379310345	0.000963983621333333	5.99727368513872e-05	0.964134658574243	5.99727368513872e-05
5_CD62L+ CD45RO+ % of CD8+ CD4-	99.435	0.073	NS	NS	NS	NS	-0.137931034482759	0.137931034482759	0.258620689655172	0.426182158585859	0.578055323647218	0.379914634762105	0.273094986703402
5_CD62L- CD45RO+ % of CD8+ CD4-	99.435	0.296	NS	NS	NS	NS	0.0689655172413793	-0.103448275862069	-0.224137931034483	0.637247933064516	0.614804236714612	0.559957135587569	0.614804236714612
5_CD24+ CD45RO+ % of CD8+ CD4-	99.435	0.008	OK_nrc	NS	Enriched	Enriched	-0.0172413793103448	0.189655172413793	0.258620689655172	0.0421784941875	0.490364667721817	0.00612130217760498	0.0181703943988094
5_CD24+ CD45RO- % of CD8+ CD4-	99.435	0.139	OK_nrc	NS	Enriched	Enriched	-0.224137931034483	0.258620689655172	0.310344827586207	0.0412117003225806	0.25008318956847	0.0494651906719015	0.00332260043753376
5_CD24- CD45RO- % of CD8+ CD4-	99.435	0.488	NS	NS	NS	NS	0.120689655172414	-0.172413793103448	-0.275862068965517	0.1449699168	0.20679178305004	0.20679178305004	0.0252254222659819
5_CD62L- CD45RO- % of CD8+ CD4-	99.435	0.485	OK_nrc	Enriched	NS	Decreased	0.241379310344828	0.0689655172413793	-0.275862068965517	0.0208714546315789	0.00178202982676443	0.496094223549509	0.00870798340223374
9_IL17a+ IFNg+ Va7.2+ CD161+ CD4- CD3+ /ul	98.305	0.01	NS	NS	NS	NS	-0.125	-0.0714285714285714	0.0535714285714286	0.9821331373297	0.905224217321651	0.905224217321651	0.905224217321651
9_IL17a+ IFNg- Va7.2+ CD161+ CD4- CD3+ /ul	98.305	0.013	NS	NS	NS	NS	-0.0714285714285714	-0.0178571428571429	0.0892857142857143	0.9958492	0.986687782919925	0.986687782919925	0.986687782919925
9_IL2+ TNFa+ Va7.2+ CD161+ CD4- CD3+ /ul	98.305	0.072	OK_nrc	Decreased	NS	NS	-0.303571428571429	-0.125	0.196428571428571	0.072318688125	0.00763441350918785	0.179893156325563	0.136690561973432
9_IL17a+ TNFa+ Va7.2+ CD161+ CD4- CD3+ /ul	98.305	0.009	NS	NS	NS	NS	-0.107142857142857	-0.0178571428571429	0.125	0.958969878186969	0.815494855027377	0.815494855027377	0.815494855027377
9_IL17a+ TNFa- Va7.2+ CD161+ CD4- CD3+ /ul	98.305	0.016	NS	NS	NS	NS	-0.0357142857142857	0.0535714285714286	0.0714285714285714	0.991179119473684	0.919267076641122	0.919267076641122	0.919267076641122
0_IL17a+ IFNg+ TCRgd+ CD4- CD3+ /ul	98.305	0.078	NS	NS	NS	NS	-0.0892857142857143	0.125	0.0357142857142857	0.97519845989011	0.965004352209255	0.965004352209255	0.965004352209255
0_IL17a+ IL22+ TCRgd+ CD4- CD3+ /ul	98.305	0.04	NS	NS	NS	NS	0.0714285714285714	0	-0.214285714285714	0.836532975316456	0.891633957733112	0.751875321786858	0.751875321786858
2_FoxP3- CD31+ CD25high CD127low CD4+ /ul	98.305	0.159	NS	NS	NS	NS	-0.160714285714286	-0.0178571428571429	0.0535714285714286	0.27975006	0.102665535281027	0.259980557581406	0.490516324794525
7_Th17/Treg	99.435	0.021	NS	NS	NS	NS	-0.448275862068966	-0.241379310344828	-0.0344827586206897	0.429053377889447	0.301785891918398	0.301785891918398	0.734454049698855
7_Th1/Treg	99.435	0.184	NS	NS	NS	NS	-0.206896551724138	-0.0689655172413793	0.0689655172413793	0.938039758479532	0.921134366664705	0.921134366664705	0.921134366664705
